tid,src,dst,amt,time,day_of_week,is_fraud
43218,p4488,p1341,480.32,17,1,False
43219,p3379,p566,394.58,4,7,False
43220,p2271,p3977,544.87,14,6,False
43221,p3873,p4745,819.41,6,3,False
43222,p1696,p3879,329.65,23,1,False
43223,p4686,p4511,633.47,12,3,False
43224,p1185,p2046,449.44,2,2,False
43225,p1207,p1009,699.3,2,3,False
43226,p1308,p4530,655.56,16,3,False
43227,p1029,p7,886.72,21,2,False
43228,p3514,p4394,473.35,13,5,False
43229,p1274,p1428,347.29,22,5,False
43230,p1072,p3365,183.55,2,7,False
43231,p4024,p602,483.2,5,1,False
43232,p4146,p4438,619.38,9,4,False
43233,p2632,p4661,98.82,18,4,False
43234,p107,p3395,518.67,19,2,False
43235,p1640,p2353,794.77,11,4,False
43236,p4070,p1441,178.31,9,5,False
43237,p78,p468,565.4,14,4,False
43238,p3498,p4654,834.93,21,2,False
43239,p1104,p179,269.36,10,1,False
43240,p3707,p2305,501.71,4,7,False
43241,p3998,p1098,368.24,23,3,False
43242,p3291,p2126,565.38,8,4,False
43243,p2400,p2318,584.41,22,2,False
43244,p2807,p2607,705.82,16,4,False
43245,p757,p1328,174.08,1,7,False
43246,p4351,p2486,167.14,23,3,False
43247,p697,p1519,462.47,17,4,False
43248,p1732,p1798,110.22,2,2,False
43249,p3557,p2418,971.41,3,2,False
43250,p4518,p2230,869.07,1,5,False
43251,p71,p2345,416.34,3,3,False
43252,p231,p2962,531.95,18,7,False
43253,p1834,p4860,701.63,19,5,False
43254,p1756,p4460,923.52,12,7,False
43255,p4150,p1534,572.24,6,5,False
43256,p945,p4163,938.82,22,4,False
43257,p3562,p3807,470.97,3,2,False
43258,p2976,p866,655.32,19,7,False
43259,p4302,p3951,361.06,23,4,False
43260,p2078,p3605,351.1,6,6,False
43261,p3860,p2081,318.01,13,2,False
43262,p4354,p373,454.57,15,2,False
43263,p2208,p1184,692.45,5,3,False
43264,p4935,p3899,342.91,16,7,False
43265,p3984,p4552,914.28,18,5,False
43266,p612,p2371,774.48,9,1,False
43267,p3352,p218,486.3,7,5,False
43268,p1858,p1915,137.15,10,3,False
43269,p1182,p3588,413.61,19,3,False
43270,p1282,p2425,396.97,10,4,False
43271,p157,p4243,215.44,6,5,False
43272,p4796,p2778,883.09,13,2,False
43273,p353,p687,164.47,2,4,False
43274,p4456,p2010,356.44,24,5,False
43275,p3186,p1422,449.38,9,7,False
43276,p2022,p989,721.49,19,5,False
43277,p3841,p1575,335.29,3,2,False
43278,p3896,p1777,396.61,8,7,False
43279,p1456,p2413,435.66,23,5,False
43280,p2106,p3811,400.05,16,4,False
43281,p3957,p326,210.68,24,7,False
43282,p1879,p3529,718.24,9,6,False
43283,p2153,p2518,703.37,16,2,False
43284,p3231,p2696,319.02,20,4,False
43285,p880,p2816,273.07,14,6,False
43286,p775,p1155,364.38,15,3,False
43287,p4287,p557,807.09,7,3,False
43288,p116,p1326,619.91,17,4,False
43289,p1982,p4305,708.85,14,1,False
43290,p1747,p2127,122.78,6,7,False
43291,p2059,p3158,657.51,3,4,False
43292,p694,p4909,866.34,23,2,False
43293,p3792,p3911,725.08,6,4,False
43294,p2537,p4913,640.15,6,5,False
43295,p359,p1352,581.28,17,1,False
43296,p1232,p2601,439.57,12,3,False
43297,p561,p2501,829.06,22,5,False
43298,p1770,p3087,400.62,8,1,False
43299,p678,p3413,267.56,9,1,False
43300,p1259,p3451,318.72,7,3,False
43301,p1578,p3366,163.46,4,5,False
43302,p3393,p195,429.26,23,2,False
43303,p4536,p3164,483.23,11,1,False
43304,p3482,p3589,431.91,14,2,False
43305,p1447,p3260,216.25,4,4,False
43306,p377,p3022,503.2,21,7,False
43307,p1363,p4876,377.94,10,1,False
43308,p1123,p273,423.79,2,3,False
43309,p71,p4109,720.99,7,3,False
43310,p2503,p809,572.4,14,1,False
43311,p3400,p1821,46.27,8,5,False
43312,p3715,p4173,680.72,19,1,False
43313,p3953,p4210,517.74,9,4,False
43314,p3565,p1096,133.6,17,4,False
43315,p3600,p4013,745.15,13,1,False
43316,p2637,p2889,96.37,6,7,False
43317,p695,p2447,606.52,3,5,False
43318,p3002,p168,838.35,5,7,False
43319,p3337,p70,249.13,14,7,False
43320,p4773,p2999,439.34,7,5,False
43321,p3199,p2482,482.34,14,5,False
43322,p208,p4452,450.44,22,4,False
43323,p463,p3565,535.91,8,6,False
43324,p3894,p270,901.87,24,5,False
43325,p1212,p1785,701.31,13,3,False
43326,p1269,p462,244.18,16,2,False
43327,p4941,p4887,91.23,5,3,False
43328,p2525,p508,210.85,16,4,False
43329,p3519,p983,187.85,2,1,False
43330,p4249,p2273,364.13,19,5,False
43331,p4998,p2529,567.69,9,3,False
43332,p3229,p4,535.6,13,2,False
43333,p1011,p1592,49.74,21,2,False
43334,p152,p136,161.22,17,1,False
43335,p1421,p744,374.79,24,6,False
43336,p4178,p2085,593.05,1,3,False
43337,p1228,p2765,668.42,9,2,False
43338,p1540,p4092,572.7,14,5,False
43339,p4107,p1809,628.55,2,6,False
43340,p3448,p1865,588.44,4,3,False
43341,p2159,p3010,746.5,20,5,False
43342,p4997,p1596,742.38,15,5,False
43343,p4865,p1488,381.06,5,5,False
43344,p3812,p1218,714.39,12,1,False
43345,p1228,p3373,623.92,6,2,False
43346,p3090,p2821,538.79,12,5,False
43347,p2408,p4136,208.29,16,4,False
43348,p4732,p2232,741.97,13,6,False
43349,p4427,p165,36.4,18,4,False
43350,p4335,p136,330.51,15,4,False
43351,p4788,p3566,663.95,23,2,False
43352,p927,p4512,789.35,23,3,False
43353,p2370,p4119,533.31,15,5,False
43354,p2442,p3772,459.79,14,7,False
43355,p1731,p556,541.88,22,4,False
43356,p188,p4117,308.5,20,2,False
43357,p4497,p3399,654.0,6,2,False
43358,p1036,p3407,576.58,13,3,False
43359,p750,p3351,775.05,3,5,False
43360,p3835,p4571,610.5,24,1,False
43361,p197,p3436,897.95,23,4,False
43362,p2427,p419,686.77,14,2,False
43363,p846,p1495,407.16,5,7,False
43364,p313,p2107,752.33,11,5,False
43365,p2800,p2220,236.39,20,7,False
43366,p1180,p1975,429.86,1,5,False
43367,p4336,p900,555.5,12,3,False
43368,p4686,p4511,699.95,15,5,False
43369,p3416,p4913,522.14,3,3,False
43370,p3645,p1847,153.72,2,7,False
43371,p4123,p2743,852.64,7,3,False
43372,p3804,p2049,908.92,14,3,False
43373,p3492,p737,473.66,15,2,False
43374,p1459,p330,705.82,17,7,False
43375,p1736,p3601,278.16,23,1,False
43376,p4519,p12,621.81,23,4,False
43377,p1300,p4374,400.97,16,1,False
43378,p2178,p4891,884.67,3,6,False
43379,p2483,p1222,217.27,6,1,False
43380,p2581,p1134,903.39,9,5,False
43381,p4777,p795,834.89,22,5,False
43382,p975,p2395,290.85,21,1,False
43383,p1626,p1632,661.66,10,4,False
43384,p2452,p2566,355.42,20,4,False
43385,p3061,p407,439.21,7,6,False
43386,p3811,p821,282.73,24,6,False
43387,p551,p997,805.79,17,4,False
43388,p4987,p1658,487.3,12,5,False
43389,p4727,p1986,335.1,13,6,False
43390,p1064,p1039,907.43,16,1,False
43391,p4918,p2556,220.96,12,4,False
43392,p4906,p2191,448.05,17,2,False
43393,p2527,p4531,427.64,3,3,False
43394,p3421,p2486,550.15,24,3,False
43395,p4719,p2229,337.9,10,4,False
43396,p1970,p3070,714.64,3,5,False
43397,p621,p1818,338.53,10,3,False
43398,p1789,p906,372.74,12,2,False
43399,p461,p705,328.76,17,2,False
43400,p4610,p920,467.85,23,3,False
43401,p562,p637,658.93,18,1,False
43402,p269,p2480,344.67,22,4,False
43403,p1221,p3658,295.68,1,4,False
43404,p4408,p4273,384.8,24,5,False
43405,p24,p1306,524.33,20,3,False
43406,p4298,p685,746.37,8,2,False
43407,p3864,p2493,191.85,23,7,False
43408,p99,p4598,701.85,7,3,False
43409,p1448,p2127,562.61,7,1,False
43410,p1731,p4012,574.43,20,4,False
43411,p182,p3322,620.9,11,7,False
43412,p7,p2104,585.34,18,7,False
43413,p4191,p2977,204.42,11,5,False
43414,p1753,p3663,236.9,15,4,False
43415,p2467,p4468,242.38,19,2,False
43416,p3880,p3883,337.3,15,2,False
43417,p40,p3941,509.27,1,6,False
43418,p1190,p2988,986.5,11,1,False
43419,p4757,p1149,436.34,3,3,False
43420,p2582,p859,330.54,7,1,False
43421,p376,p1555,193.83,5,5,False
43422,p4141,p4033,690.61,12,2,False
43423,p542,p1900,641.75,7,7,False
43424,p826,p121,362.34,3,4,False
43425,p925,p3239,420.76,19,1,False
43426,p3479,p921,868.44,4,7,False
43427,p1437,p55,567.6,8,5,False
43428,p1223,p4086,735.79,16,7,False
43429,p3977,p3786,309.99,11,5,False
43430,p1187,p4115,384.86,4,6,False
43431,p987,p1653,391.8,11,1,False
43432,p4770,p3560,540.4,16,2,False
43433,p3381,p2961,536.15,14,6,False
43434,p1236,p2791,716.87,9,1,False
43435,p4375,p4056,687.0,13,6,False
43436,p919,p2539,601.24,3,4,False
43437,p2182,p3284,283.96,24,2,False
43438,p4338,p4828,227.31,1,4,False
43439,p191,p1089,378.85,23,1,False
43440,p4889,p937,404.19,7,1,False
43441,p1113,p2292,260.79,22,1,False
43442,p3837,p1956,652.09,3,2,False
43443,p1431,p4847,497.4,15,1,False
43444,p3473,p2216,85.01,4,6,False
43445,p4482,p209,295.37,12,7,False
43446,p1655,p704,382.06,15,5,False
43447,p1675,p4206,544.84,19,7,False
43448,p974,p47,440.96,9,5,False
43449,p4767,p2442,206.7,19,4,False
43450,p4176,p2707,624.8,23,5,False
43451,p1249,p2610,417.57,9,4,False
43452,p1783,p141,685.56,7,3,False
43453,p3669,p2529,905.32,6,5,False
43454,p129,p3833,343.23,10,5,False
43455,p3599,p3033,555.4,22,4,False
43456,p945,p3917,672.62,22,4,False
43457,p69,p938,925.79,13,7,False
43458,p2867,p3085,727.85,15,3,False
43459,p1429,p874,505.66,5,1,False
43460,p1326,p2850,448.31,10,5,False
43461,p2481,p2713,477.45,19,4,False
43462,p1668,p1429,643.75,5,2,False
43463,p2491,p3575,421.24,15,2,False
43464,p506,p1366,161.16,15,3,False
43465,p982,p661,384.28,14,1,False
43466,p1126,p4259,261.27,23,3,False
43467,p3596,p952,399.96,22,3,False
43468,p1699,p3166,355.52,10,6,False
43469,p1860,p1596,694.73,22,1,False
43470,p941,p1591,721.53,20,2,False
43471,p4882,p4489,618.35,10,6,False
43472,p807,p1275,334.54,14,7,False
43473,p4560,p4850,450.56,8,5,False
43474,p4942,p2413,301.41,13,4,False
43475,p4859,p281,743.25,11,4,False
43476,p1677,p2926,774.59,11,2,False
43477,p4618,p2581,296.44,6,6,False
43478,p3151,p3616,451.08,13,4,False
43479,p274,p3564,687.55,17,4,False
43480,p2943,p4818,146.17,8,1,False
43481,p394,p4958,307.42,1,2,False
43482,p1987,p1007,324.71,12,1,False
43483,p3928,p2976,519.79,24,6,False
43484,p3430,p3892,456.6,9,1,False
43485,p2264,p2002,586.93,6,3,False
43486,p2235,p1170,768.53,23,5,False
43487,p4930,p442,768.28,11,7,False
43488,p2308,p2967,246.69,16,6,False
43489,p1144,p3359,331.42,2,4,False
43490,p3217,p4977,901.48,1,1,False
43491,p1232,p88,630.28,8,3,False
43492,p2103,p1814,568.24,14,7,False
43493,p3966,p1876,900.37,6,6,False
43494,p1343,p3136,838.83,14,1,False
43495,p432,p2969,298.69,17,1,False
43496,p614,p2269,316.29,1,4,False
43497,p3827,p4380,651.45,3,6,False
43498,p4255,p424,485.74,14,2,False
43499,p1293,p412,408.69,14,6,False
43500,p3285,p4098,146.49,13,4,False
43501,p2012,p2005,536.45,4,6,False
43502,p423,p4461,582.49,16,7,False
43503,p3494,p3466,414.76,6,7,False
43504,p4054,p4093,644.98,6,4,False
43505,p2954,p2522,176.86,1,4,False
43506,p4650,p1588,389.14,10,7,False
43507,p3722,p2649,281.22,15,1,False
43508,p1349,p3994,248.67,12,4,False
43509,p2286,p315,607.1,22,4,False
43510,p1644,p2017,370.89,3,4,False
43511,p1709,p4558,791.52,6,6,False
43512,p2445,p2741,358.6,10,3,False
43513,p3394,p1603,433.32,3,6,False
43514,p2132,p2532,235.87,6,2,False
43515,p4812,p4290,239.81,17,3,False
43516,p198,p636,489.72,19,5,False
43517,p4917,p3658,191.77,20,4,False
43518,p2832,p1068,739.41,4,4,False
43519,p2813,p2127,364.52,22,5,False
43520,p189,p631,477.62,24,7,False
43521,p4218,p208,330.82,5,3,False
43522,p4157,p871,681.61,12,3,False
43523,p3489,p1882,442.81,6,1,False
43524,p2475,p534,600.25,6,2,False
43525,p2678,p4550,111.45,14,6,False
43526,p4236,p42,601.33,22,7,False
43527,p2789,p4192,285.83,22,4,False
43528,p3621,p3466,582.72,20,4,False
43529,p1596,p3731,432.44,9,7,False
43530,p2591,p740,722.22,24,7,False
43531,p1895,p878,351.66,11,1,False
43532,p4829,p632,621.27,14,3,False
43533,p2274,p3416,506.74,15,6,False
43534,p3370,p50,509.89,8,1,False
43535,p3975,p2722,411.35,8,7,False
43536,p4535,p4367,474.71,9,6,False
43537,p3851,p120,571.24,15,3,False
43538,p4976,p725,367.39,21,7,False
43539,p2139,p3124,442.72,5,2,False
43540,p2304,p4131,142.56,5,3,False
43541,p1735,p2509,432.3,22,2,False
43542,p4702,p3712,580.82,9,3,False
43543,p4654,p345,710.59,19,3,False
43544,p2873,p562,714.32,4,3,False
43545,p4446,p349,401.41,5,4,False
43546,p3432,p4080,472.29,23,6,False
43547,p2334,p3552,742.24,14,5,False
43548,p4464,p2642,496.86,20,4,False
43549,p3236,p2928,222.89,14,1,False
43550,p3847,p1968,370.13,9,2,False
43551,p3296,p388,186.84,12,4,False
43552,p58,p1833,318.32,4,1,False
43553,p2028,p385,25.17,13,3,False
43554,p599,p3087,453.44,4,5,False
43555,p2580,p3771,442.89,14,6,False
43556,p4266,p4821,395.04,4,2,False
43557,p1858,p1915,137.07,11,3,False
43558,p471,p2989,30.46,12,4,False
43559,p3877,p4131,507.95,19,7,False
43560,p3551,p4249,426.54,2,7,False
43561,p3032,p3863,564.66,5,5,False
43562,p311,p1689,550.54,6,1,False
43563,p1381,p4629,927.88,21,6,False
43564,p4662,p1131,667.45,4,6,False
43565,p4279,p1595,534.6,1,7,False
43566,p1274,p1428,334.3,19,5,False
43567,p4129,p847,762.88,20,7,False
43568,p1984,p1275,362.16,1,2,False
43569,p1835,p1339,351.26,18,1,False
43570,p1066,p11,252.96,19,6,False
43571,p2240,p1807,379.88,3,7,False
43572,p2872,p3119,571.62,4,6,False
43573,p994,p3251,647.93,21,1,False
43574,p1493,p2075,732.39,3,3,False
43575,p1588,p674,518.78,23,3,False
43576,p1437,p70,493.46,11,5,False
43577,p1008,p4039,656.05,7,2,False
43578,p4388,p1245,790.81,9,5,False
43579,p3039,p90,464.51,2,4,False
43580,p742,p1289,830.15,13,2,False
43581,p3048,p2338,689.13,2,6,False
43582,p3022,p2922,514.61,13,4,False
43583,p4754,p937,669.38,9,5,False
43584,p1187,p2764,399.86,21,5,False
43585,p3830,p2076,693.39,14,2,False
43586,p339,p2751,656.63,22,6,False
43587,p2165,p61,829.14,2,2,False
43588,p1190,p4745,981.23,6,1,False
43589,p1904,p2462,316.48,17,2,False
43590,p2393,p4128,555.34,20,4,False
43591,p1617,p2704,200.59,11,5,False
43592,p940,p95,696.25,14,5,False
43593,p2243,p2510,709.78,17,1,False
43594,p3789,p4719,529.85,23,1,False
43595,p210,p4178,432.71,22,7,False
43596,p2859,p1563,486.32,2,2,False
43597,p1672,p109,798.38,3,4,False
43598,p1268,p2470,650.17,23,1,False
43599,p3235,p357,177.11,15,7,False
43600,p4698,p3868,682.09,15,1,False
43601,p3673,p2946,647.98,23,5,False
43602,p1716,p4138,468.97,2,7,False
43603,p630,p4945,699.16,13,1,False
43604,p4822,p2837,774.97,4,5,False
43605,p113,p2145,701.4,19,1,False
43606,p4447,p4657,90.68,13,4,False
43607,p3394,p960,334.5,3,6,False
43608,p2526,p3249,288.12,21,3,False
43609,p911,p3840,220.87,15,1,False
43610,p2980,p3139,470.01,16,7,False
43611,p180,p1523,634.8,10,6,False
43612,p824,p3481,581.03,22,7,False
43613,p1157,p434,531.2,15,3,False
43614,p808,p2445,561.62,9,3,False
43615,p2084,p4701,583.71,20,5,False
43616,p346,p4339,516.75,14,7,False
43617,p2768,p3609,510.67,11,4,False
43618,p4117,p3543,539.28,7,2,False
43619,p1022,p3857,112.43,5,3,False
43620,p2434,p2588,358.37,8,4,False
43621,p3761,p2426,651.11,9,6,False
43622,p3467,p1424,425.66,1,4,False
43623,p3587,p1558,478.22,18,6,False
43624,p1376,p619,279.77,2,6,False
43625,p2182,p3284,337.0,1,5,False
43626,p4510,p3311,228.66,19,1,False
43627,p698,p2516,559.43,19,4,False
43628,p4472,p2619,271.3,3,1,False
43629,p2402,p2739,725.09,16,5,False
43630,p3864,p3141,189.45,20,3,False
43631,p7,p2104,505.58,13,5,False
43632,p2625,p4131,244.64,19,6,False
43633,p3895,p2205,389.09,22,4,False
43634,p4688,p3401,327.03,8,7,False
43635,p2911,p3027,406.85,12,4,False
43636,p661,p292,612.28,1,1,False
43637,p1245,p2326,579.16,24,1,False
43638,p3453,p4834,818.39,15,3,False
43639,p2945,p157,564.59,2,5,False
43640,p4669,p533,173.17,23,2,False
43641,p2487,p1830,457.84,22,6,False
43642,p3255,p480,662.76,4,5,False
43643,p3690,p927,410.53,6,5,False
43644,p4059,p2879,329.41,24,3,False
43645,p463,p557,675.08,11,3,False
43646,p3043,p4565,368.91,9,5,False
43647,p4866,p3154,370.33,19,1,False
43648,p516,p1683,463.15,21,2,False
43649,p2629,p616,302.4,8,6,False
43650,p3295,p1254,769.0,18,3,False
43651,p2145,p2106,680.06,7,3,False
43652,p2244,p4823,296.59,21,3,False
43653,p504,p2711,682.79,22,6,False
43654,p2913,p3110,736.46,8,4,False
43655,p4206,p2138,713.53,12,3,False
43656,p2710,p4147,426.96,6,6,False
43657,p619,p953,474.03,7,6,False
43658,p3441,p3731,507.4,17,3,False
43659,p1836,p1774,547.18,12,1,False
43660,p3736,p4436,849.07,11,2,False
43661,p2033,p1232,677.8,11,2,False
43662,p2749,p4058,703.98,17,3,False
43663,p4072,p347,360.97,22,2,False
43664,p4507,p4195,693.98,13,4,False
43665,p3728,p2068,37.93,14,2,False
43666,p2105,p1243,495.64,24,2,False
43667,p233,p653,492.02,13,5,False
43668,p2945,p157,560.55,7,5,False
43669,p1218,p53,500.73,4,2,False
43670,p4975,p1865,565.48,22,7,False
43671,p3395,p2208,724.41,11,3,False
43672,p1210,p4382,938.67,14,7,False
43673,p4052,p2712,271.7,1,5,False
43674,p1449,p4952,947.46,8,3,False
43675,p3226,p3514,362.63,1,6,False
43676,p2340,p1255,469.23,22,4,False
43677,p3423,p1086,800.0,12,3,False
43678,p1993,p3308,330.04,18,3,False
43679,p1501,p3669,694.13,14,3,False
43680,p3808,p249,213.37,12,2,False
43681,p1877,p434,817.8,16,2,False
43682,p2362,p981,258.71,22,4,False
43683,p4906,p2015,586.13,21,2,False
43684,p63,p4640,349.18,15,6,False
43685,p1911,p533,254.98,19,3,False
43686,p3348,p3299,696.05,20,6,False
43687,p2562,p2208,417.27,14,5,False
43688,p1471,p832,311.04,18,6,False
43689,p855,p4593,422.59,6,5,False
43690,p881,p3447,757.38,17,4,False
43691,p1886,p4298,126.41,21,4,False
43692,p220,p141,747.56,2,7,False
43693,p313,p4623,724.26,11,7,False
43694,p1731,p4559,594.2,15,7,False
43695,p1482,p3359,526.33,3,2,False
43696,p3054,p1747,718.55,6,7,False
43697,p4026,p2864,592.85,19,7,False
43698,p4094,p699,364.72,9,3,False
43699,p877,p439,581.81,8,2,False
43700,p2062,p599,437.06,16,6,False
43701,p1400,p2643,458.12,4,1,False
43702,p1100,p3258,386.55,16,6,False
43703,p4546,p1131,171.81,6,7,False
43704,p453,p3233,475.88,15,4,False
43705,p3061,p407,503.12,5,4,False
43706,p1535,p240,349.11,7,6,False
43707,p824,p4063,580.18,16,7,False
43708,p2357,p3934,476.54,13,5,False
43709,p129,p2550,363.28,12,5,False
43710,p1731,p556,619.41,20,4,False
43711,p3981,p2494,425.5,2,4,False
43712,p2076,p2759,448.45,20,4,False
43713,p1124,p169,236.18,16,6,False
43714,p427,p4029,477.3,17,5,False
43715,p4259,p702,351.12,2,4,False
43716,p785,p3050,734.78,20,7,False
43717,p934,p4144,607.97,13,1,False
43718,p2801,p4705,575.64,3,3,False
43719,p1600,p4830,851.68,3,3,False
43720,p1489,p3018,448.61,10,2,False
43721,p2972,p2119,590.0,21,5,False
43722,p3579,p864,701.59,8,2,False
43723,p1729,p1921,345.69,22,1,False
43724,p4232,p1234,300.18,1,4,False
43725,p1676,p4563,318.97,18,1,False
43726,p2158,p1352,570.06,11,3,False
43727,p1038,p686,972.46,18,7,False
43728,p400,p3671,224.21,22,7,False
43729,p4172,p679,435.98,10,7,False
43730,p2276,p1417,356.49,10,6,False
43731,p748,p3227,258.06,17,4,False
43732,p475,p936,728.59,14,6,False
43733,p3514,p4394,494.42,14,5,False
43734,p3844,p3873,535.51,2,6,False
43735,p3503,p2508,706.34,22,6,False
43736,p3671,p4100,287.12,15,1,False
43737,p234,p1407,186.43,1,5,False
43738,p4859,p3015,761.24,14,4,False
43739,p4065,p4301,559.32,7,3,False
43740,p4751,p561,237.95,1,5,False
43741,p1175,p3349,710.08,11,6,False
43742,p4995,p971,445.54,8,1,False
43743,p4582,p741,740.38,18,3,False
43744,p3697,p3599,315.73,11,1,False
43745,p3570,p2943,563.46,19,3,False
43746,p4648,p2632,437.37,10,3,False
43747,p760,p2374,591.17,21,2,False
43748,p3804,p2049,727.68,14,3,False
43749,p3204,p3277,870.35,22,7,False
43750,p2092,p1543,477.94,13,5,False
43751,p4940,p2605,336.72,3,2,False
43752,p2854,p1332,392.26,19,7,False
43753,p2473,p2906,480.12,14,6,False
43754,p656,p729,492.16,19,3,False
43755,p3829,p1777,681.3,21,2,False
43756,p1695,p4249,286.73,13,5,False
43757,p2125,p2698,204.49,9,3,False
43758,p1189,p1760,195.67,13,1,False
43759,p967,p1997,789.73,15,4,False
43760,p2405,p2796,741.93,13,1,False
43761,p4761,p3949,398.33,17,7,False
43762,p1232,p4287,471.7,11,3,False
43763,p2571,p748,410.7,15,1,False
43764,p1943,p1503,453.76,2,2,False
43765,p3652,p3437,322.85,1,6,False
43766,p3996,p1490,744.71,22,6,False
43767,p4923,p2776,794.04,5,5,False
43768,p1962,p3215,482.43,9,1,False
43769,p92,p1855,436.51,6,4,False
43770,p57,p1074,80.56,10,7,False
43771,p4784,p3567,816.9,4,7,False
43772,p1100,p3258,675.72,16,5,False
43773,p2788,p2812,741.27,8,5,False
43774,p3346,p1775,671.14,22,7,False
43775,p1160,p3046,800.11,12,6,False
43776,p2668,p398,483.37,8,7,False
43777,p944,p3487,836.9,24,1,False
43778,p3439,p3829,870.82,12,2,False
43779,p242,p4778,830.44,21,4,False
43780,p3535,p322,593.11,5,7,False
43781,p2411,p4765,636.14,9,1,False
43782,p4583,p1603,498.89,22,2,False
43783,p3876,p4047,363.46,9,7,False
43784,p2267,p1795,321.83,14,6,False
43785,p2147,p168,795.22,24,3,False
43786,p2230,p3361,521.71,9,2,False
43787,p971,p1137,531.59,17,6,False
43788,p2702,p3825,213.76,22,1,False
43789,p4197,p1293,199.3,4,2,False
43790,p4520,p1478,50.35,2,4,False
43791,p4635,p2581,169.3,11,2,False
43792,p3021,p870,529.42,6,6,False
43793,p972,p3960,198.68,8,3,False
43794,p498,p32,145.99,14,1,False
43795,p3870,p3857,327.02,19,2,False
43796,p2206,p2046,507.08,15,7,False
43797,p1678,p4956,828.13,15,7,False
43798,p3840,p3924,832.37,8,3,False
43799,p4717,p4654,832.45,16,1,False
43800,p3644,p635,84.43,7,4,False
43801,p2831,p279,351.76,17,2,False
43802,p4537,p4725,348.4,2,1,False
43803,p3202,p3343,822.75,22,1,False
43804,p3689,p4103,359.99,16,3,False
43805,p280,p1565,881.57,22,5,False
43806,p4536,p3164,655.75,12,1,False
43807,p2520,p4605,138.59,13,1,False
43808,p792,p1018,257.34,16,2,False
43809,p1676,p4563,349.1,16,4,False
43810,p89,p938,888.4,9,7,False
43811,p405,p320,492.8,11,2,False
43812,p3261,p4132,172.32,20,1,False
43813,p1923,p242,676.32,6,1,False
43814,p2350,p2983,578.86,4,3,False
43815,p4957,p2721,251.24,4,3,False
43816,p777,p1469,406.86,23,5,False
43817,p761,p4883,813.87,4,7,False
43818,p4788,p3547,668.04,4,2,False
43819,p923,p4182,773.12,9,7,False
43820,p2683,p929,618.89,16,2,False
43821,p1681,p840,633.84,14,3,False
43822,p4798,p4439,512.8,11,3,False
43823,p4940,p2605,337.14,24,4,False
43824,p426,p3757,551.67,7,7,False
43825,p2650,p2881,552.48,24,4,False
43826,p4973,p4012,750.13,20,4,False
43827,p1353,p1065,529.05,17,7,False
43828,p2941,p434,403.25,10,5,False
43829,p3031,p1921,295.35,22,4,False
43830,p1812,p2656,641.14,22,7,False
43831,p2545,p958,586.29,15,2,False
43832,p3611,p4028,101.11,14,1,False
43833,p3827,p4294,648.56,4,1,False
43834,p4996,p4056,225.62,8,3,False
43835,p2680,p2931,385.0,17,3,False
43836,p1463,p683,586.65,17,6,False
43837,p3124,p1268,678.77,9,2,False
43838,p1169,p1275,335.2,3,3,False
43839,p608,p1669,333.17,17,6,False
43840,p3450,p1134,816.03,23,5,False
43841,p727,p407,355.77,7,4,False
43842,p2623,p3876,246.31,7,1,False
43843,p3844,p2040,389.56,3,4,False
43844,p4170,p308,583.66,24,3,False
43845,p2288,p3713,410.91,8,2,False
43846,p2733,p2027,492.48,10,6,False
43847,p2584,p908,132.21,23,4,False
43848,p904,p2958,799.54,2,6,False
43849,p4665,p1819,161.63,2,1,False
43850,p2690,p590,382.28,11,3,False
43851,p1062,p4798,128.45,6,4,False
43852,p2852,p3760,220.07,16,1,False
43853,p1262,p2800,757.89,9,4,False
43854,p3128,p2750,139.6,6,5,False
43855,p3955,p537,269.3,4,6,False
43856,p1396,p3900,387.87,17,6,False
43857,p3153,p3412,736.9,9,7,False
43858,p4404,p2338,658.16,1,3,False
43859,p2362,p981,256.48,22,4,False
43860,p4432,p2297,665.61,2,1,False
43861,p299,p4304,506.03,23,2,False
43862,p2702,p2999,326.5,17,1,False
43863,p2435,p1789,277.4,18,3,False
43864,p2300,p2253,409.81,12,4,False
43865,p4181,p1896,517.74,18,7,False
43866,p4199,p4406,359.57,20,6,False
43867,p2781,p3658,92.21,6,6,False
43868,p1919,p2591,339.92,24,3,False
43869,p3168,p4021,687.48,13,5,False
43870,p4630,p3130,655.52,20,2,False
43871,p91,p4980,248.66,5,4,False
43872,p3802,p4551,503.14,6,7,False
43873,p3627,p4566,364.55,18,6,False
43874,p3139,p2086,738.78,13,3,False
43875,p2289,p576,501.0,21,4,False
43876,p4978,p75,352.32,22,6,False
43877,p4842,p3252,352.9,20,5,False
43878,p562,p1103,679.47,19,1,False
43879,p3805,p876,897.01,18,4,False
43880,p2666,p2536,466.93,13,3,False
43881,p125,p3214,814.8,5,1,False
43882,p660,p2378,674.91,18,5,False
43883,p489,p1666,457.9,3,2,False
43884,p1106,p4889,134.18,21,5,False
43885,p3101,p1232,753.57,3,6,False
43886,p130,p2639,981.04,7,3,False
43887,p3618,p4887,156.09,14,1,False
43888,p3036,p1686,882.2,18,7,False
43889,p3036,p1323,866.63,18,2,False
43890,p1212,p4619,470.04,12,3,False
43891,p2108,p1288,776.11,21,6,False
43892,p3123,p2575,764.22,2,5,False
43893,p2636,p142,400.15,5,5,False
43894,p935,p220,603.72,13,7,False
43895,p2564,p4684,262.04,10,4,False
